, article, url,title
60,"A young man identified as Temirlan Kadauov 23 ""demonstrated courage in an emergency situation"" as he sought to protect a pregnant woman sitting next to him while the passenger aircraft with almost 100 people on board crashed into a small two-story building following an unsuccessful takeoff. ""Despite sustaining an injury the young man continued to help other passengers to get off the crashed plane until the emergency services arrived"" police in the Kazakh city of Almaty from which the unfortunate plane was due to fly to the nation's capital of Nur-Sultan said in a statement. For his actions Kadauov was awarded a medal 'for bravery in an emergency situation.' Bek Air's Fokker 100 plane crashed on December 27 leaving 12 people dead and 50 people injured. A video showing the harrowing moment the plane hit the ground and skid off the runway following a takeoff attempt has surfaced on YouTube days after the crash. What appears to be a leaked airport CCTV camera footage shows the unfortunate plane rushing towards the airfield fence on its belly and smashing lighting poles before disappearing somewhere in the darkness. Think your friends would be interested? Share this story!  ", https://www.rt.com/news/477342-kazakhstan-place-crash-moment-video/,None
61,"The new year barely begun President Recep Tayyip Erdogan fast-tracked a motion to approve the potential deployment of Turkish troops which passed handily in parliament on Thursday.  Erdogan’s move follows a pattern of recent muscle-flexing and is an obvious play to force Ankara into a more influential position. This is a gamble that could backfire. Ravaged by years of conflict perhaps the last thing Libya needs is another foreign power sending its troops into an already desperate situation – but Erdogan hasn’t hidden his desire to make Turkey a “top ten” world power and if it takes a military campaign in North Africa to do it perhaps he thinks it’s worth the risks. The vote to clear the way for a deployment of troops follows a military cooperation deal signed in November between Ankara and the UN-recognized government of Prime Minister Fayez al-Sarraj. Sarraj has been locked in a bloody civil war with the rival government of General Khalifa Haftar and his Libyan National Army to the east – the debacle is a direct result of NATO’s 2011 ‘humanitarian’ intervention which saw Western powers back anti-government militants in ousting and murdering PM Muammar Gaddafi leaving the country ripe for plunder and with a power vacuum needing to be filled. Yet Erdogan is putting all his eggs in one basket with Libya hoping that if Sarraj’s government in Tripoli eventually wins the civil war (and he seems to believe Turkey can help tip the balance there) Ankara will be rewarded with extended influence in the Mediterranean.  The tricky thing for Ankara is that with its oversized ambitions it threatens to alienate itself from its burgeoning relationship with Moscow – recently strengthened by the purchase of Russia’s S-400 missile defense systems much to the annoyance of Ankara’s NATO partners. Russia which has been reticent about side-taking in Libya and calling for dialogue said last week it was “unlikely” that interference from third parties in Libya would lead to a settlement.  This all at a time when Erdogan has few solid friends to turn to as his relationship with Washington teeters on rocky ground following Turkey’s sudden October incursion into northern Syria against the Kurds (a move which the US was most decidedly“not happy” with). It’s not just Russia and the US who Ankara will be irking with this latest power play either. Erdogan’s deal with Sarraj which also aims to create an exclusive economic zone from southern Turkey to Libya's north east also angered Cyprus and Greece who complain that it violates the international law of the sea.  Erdogan has long harbored grand ambitions for Turkey repeating regularly that the world is “bigger than five” – a reference to the five members of the UN Security Council. The Libya crisis is seen as an opportunity by which he can force Turkey into the club (or at least be taken more seriously by it) – but he’s not the only outside player in the game. Haftar reportedly promised last week that his LNA forces would take Tripoli ""in hours"" if Egypt sent troops to help. With Haftar already receiving material support from France Egypt Jordan the United Arab Emirates (and allegedly from Russia too) Erdogan may get himself in over his head and find Turkey increasingly isolated. In his Libya gamble the risks may be greater than the rewards. Like this story? Share it with a friend! ", https://www.rt.com/news/477343-turkey-libya-erdogan-imperial-ambitions/,None
62,During the phone conversation with Turkish President Recep Tayyip Erdogan on Thursday “President Trump pointed out that foreign interference is complicating the situation in Libya” the White House said in a statement.  No further details were given but the call took place just after the Turkish legislature voted 325 to 184 to approve sending troops to the North African country  in order to prop up Prime Minister Fayez al-Sarraj and his Government of National Accord (GNA). Though the GNA is the internationally recognized government of Libya most of the country is actually controlled by a rival government in Tobruk and troops of the Libyan National Army (LNA) loyal to General Khalifa Haftar. The GNA has been reduced to the area around the capital Tripoli which the LNA has sought to capture since April 2019. Readout of the call given by Erdogan’s cabinet merely said the two leaders had “stressed the importance of diplomacy in resolving regional issues” without making it clear whether Washington endorsed Ankara’s decision or opposed it. Erdogan’s bid to back Tripoli against Tobruk resembles his power play in northern Syria in October in that it is apparently unilateral and neither coordinated nor cleared with its NATO allies. One major distinction is that the Syrian incursion was aimed against the legitimate government in Damascus as well as the US-backed Kurdish militias.  Trump advising against “foreign interference” is of course ironic on a whole different scale given the US assertion of a free hand to intervene anywhere anytime against anyone – from illegally keeping troops in Iraq and Syria to launching a regime-change operation in Libya itself back in 2011. At the time NATO bombers provided cover for militants to overthrow the government of Colonel Muammar Gaddafi and plunge Libya into a chaos from which it has yet to recover. Think your friends would be interested? Share this story!  , https://www.rt.com/news/477345-trump-erdogan-troops-libya/,None
63,The network coined the euphemism “civic sparring” to describe the often-heated conflicts that take place in the suburbs of New York City when Hasidic Jewish communities – often insular with large numbers of children and wary of outsiders – begin expanding sometimes at the expense of families already living in the area who may lose control of local government and schools. NBC didn’t stop at coining the cringeworthy term however. It suggested “some fear the recent violence” – a mass stabbing at a Hanukkah celebration inside a rabbi’s home in Monsey New York; a shooting that killed three in a Jersey City kosher market; a recent spate of street attacks in New York City – “may be an outgrowth of that conflict” in a since-deleted tweet on Thursday.  Many accused the network of victim-blaming comparing it to other popular blame-transfer mechanisms favored by MSM. “Her dress was too short” one user snarked. “Or too long in this case” another commented slyly referencing Hasidic dress which outfits women in full-length skirts and other ultra-modest looks.   “Civic sparring” joins an ever-growing sea of mainstream media euphemisms devised to insulate readers and reporters both from uncomfortable realities – in this case the idea that diversity might not always be our strength and that communities with dramatically different values might not do well living on top of each other. After drowning in angry replies NBC removed the “civic sparring” tweet regretting the “error” and promising another non-offensive message to follow. Instead they placed their foot deeper in their mouth – though admittedly just tweeting the article’s headline. “Anti-Semitism grows in Jewish communities in NYC suburbs” made it sound like the Jewish communities were the ones being antisemitic. Social media had other suggestions. MSM has become notorious for whipping up euphemisms to cover up inconvenient truths whether it’s the “cultural enrichment” accompanying the crime spike in Europe or the “austere religious scholar” who led the Islamic State terror group (IS formerly ISIS/ISIL) until he was blown up and given a stirring eulogy by the Washington Post. These outlets have no problem irresponsibly exaggerating some issues – “Free speech is killing us!” cried a New York Times op-ed that likened online “hate speech” to physical violence in order to demand government censorship – the latest in a long string of articles about social media supposedly turning Americans into froth-mouthed extremists. New York Magazine published “Why Migrant Detention Centers Are Concentration Camps” in June only to apparently change the name to something a bit more nuanced. These same outlets can be counted upon to either minimize – as they did upon learning that a rabidly anti-Iran cult that allegedly tortures its members has run such an effective campaign to radicalize Americans against Iran online that the president retweeted it and the State Department sank $1.5 million into an identical social media program - or completely ignore others as when the AP actually deleted an article on those same border “concentration camps” when it learned the scary statistic it found had been reached under Obama.  It may be easier (and more cathartic) to just assume that NBC is being anti-Semitic and scream at them. But the narrative management is more sophisticated. NBC certainly doesn’t hate Jews – as long as they’re playing their assigned part in the narrative. It will ignore an entire documentary exposing the Israeli lobby’s penetration into the American government (and media in what is no doubt merely a coincidence). But the rainbow of diversity dissolving into rivers of blood? They’ll pass on that one. Like this story? Share it with a friend!  , https://www.rt.com/usa/477347-nbc-antisemitism-euphemism-civic-sparring/,None
64,If you’re an artist in modern Hollywood and you’re looking to score some easy brownie points with fellow celebrities and the mainstream entertainment press a pretty good bet is to call out Trump. It’s easy low-hanging fruit and it seems to work for C-list celebs like Alyssa Milano and Bette Midler so why not?  Howard a former child star who grew up to be a director tried for one of those Trump slams on Twitter but things did not seem to exactly go according to plan. “In the entertainment industry many who have known/worked w/ Trump think that while his reality show was fun and ran a long time he’s a self-serving dishonest morally bankrupt ego maniac who doesn’t care about anything or anyone but his Fame &amp; bank account &amp; is hustling the US” Howard tweeted after being asked why Hollywood is so consistently against the US president.  The attempt to give ‘insider’ knowledge about Trump did not go over well. Apparently the last person people want to hear preach politics is Richie from ‘Happy Days.’ Maybe the worst zinger came from Robbin Young a former Bond actress and Playmate who'd worked with Howard back in the 1980s. “Says Ron Howard my ‘Night Shift’ director who described the majority of the film industry. BTW Ron is there still rampant drug use and adultery in your film trailers and offset by film execs and cast?!” Young tweeted at Howard.  Other artists were also quick to push back against Howard’s theory about Trump. “Yea that’s why he gave it up donates his entire salary to charity and puts up getting trashed in the liberal controlled media over every petty little thing. Trump is a patriot he supports and understands the average American and he has given us the best economy of our life” actress Mindy Robinson tweeted at the director. “Nice audition Ron! We have a lot of other people in Hollywood just exactly like you that we are considering. But your seeming sincerity and your vicious hyperbole comforts us that you are TRULY 'one of us!' We'll be in touch!” quipped actor and director Nick Searcy. Others reminded 'Opie' – a name that trended on Twitter thanks to people poking fun at Howard who played the role of Opie – about some of Hollywood’s less savory types by posting pictures of the director with Harvey Weinstein the disgraced producer who has been accused of rape by numerous women. Like this story? Share it with a friend! , https://www.rt.com/usa/477348-ron-howard-trump-twitter/,None
65,"The Sudanese army has confirmed that nobody survived the crash which occurred just five minutes after the ill-fated plane took off from El Geneina airport in West Darfur. The region has seen heavy fighting between tribal militias in the recent days. ""An Antonov 12 military plane crashed Thursday night after takeoff from El Geneina killing its seven-member crew three judges and eight civilians including four children who were onboard” army spokesman Amer Mohammed Al-Hassan said as cited by AFP. The plane was reportedly on a mission to deliver aid to the crisis-stricken area. Photos of smoke billowing from the badly charred debris of the aircraft quickly emerged online. The incident comes as West Darfur experiences a spike in violence between Arab and African Masalit tribes after a camp for the internally displaced persons near el-Geneina was raided before New Year’s Eve. Skirmishes reportedly broke out after Arab tribesman moved into the camp opening fire on its residents a spokesman for the joint African Union-United Nations peacekeeping mission in Darfur said Wednesday. Several dozen people have been killed in the resulting fighting. Masalit tribal leadership claimed that at least 30 of their own perished in the clashes while the head of the Arab tribes Massar Abdel-Rahman Assil said that the fresh wave of violence had claimed the lives of 11 of his people by Tuesday morning. Subscribe to RT newsletter to get stories the mainstream media won’t tell you. ", https://www.rt.com/news/477349-west-darfur-plane-crash-sudan/,None
66,According to Ambassador Iraj Masjedi the convoy was en route from the airport to Baghdad when it was hit by airstrikes on Friday morning. Abu Mahdi al-Muhandis the second-in-command of Iraq’s Shia paramilitary Popular Mobilization Units (PMU) was killed alongside Soleimani. PMU officials earlier confirmed that several “important guests” had perished together with the militias blaming “the American and Israeli enemy” for their deaths. Masjedi said the victims’ bodies will be delivered to Iran “as soon as possible.” The umbrella group of Shia militias integrated into Iraq’s armed forces was blamed for the siege of the US Embassy in Baghdad earlier this week.  Later in the day the Pentagon admitted that US President Donald Trump had ordered the killing of Soleimani “to protect US personnel abroad.” Muhammad Reza Al-Jabri director of public relations at the PMU was reportedly killed in the strike. The two vehicles were captured on video burning on the road leading to the airport. Hours after the attack the PMU confirmed the death of its PR director calling the alleged retaliatory sortie a “cowardly US bombing” according to Reuters.  The incident forced the airport into an immediate shutdown. All inbound and outbound flights have been canceled or diverted for the time being. The airport is located next to the Baghdad Diplomatic Support Center (BDSC) which is used by diplomats and intelligence operatives as well as the US-led anti-terrorist coalition forces in Iraq. The area is also home to the joint counter-terrorism center. The strikes come amid soaring tensions between Tehran and Washington over recent events in Iraq. A US air raid on an Iraqi Shia militia last weekend triggered a heated demonstration at the US embassy complex in Baghdad’s heavily fortified Green Zone on Tuesday. Protesters smashed windows lit fires and chanted anti-American slogans. Washington insisted the raid was in retaliation for a militia rocket attack on a US base in Kirkuk and that Iran provided backing for the assault though it offered no evidence for the claim. Think your friends would be interested? Share this story! , https://www.rt.com/news/477350-iraq-airport-attack-missiles/,None
67,"News of the commander’s demise was carried by Iran’s semi-official Fars news agency citing the Islamic Revolutionary Guard Corps (IRGC). Earlier Iraq's Popular Mobilization Forces (PMF) blamed the US and Tel Aviv for Soleimani's takedown. ""The American and Israeli enemy is responsible for killing the mujahideen Abu Mahdi al-Muhandis and Qassem Soleimani"" said Ahmed al-Assadi a spokesman for Iraq's PMF as cited by Reuters. Al-Muhandis is the deputy chief of the PMF the umbrella group of Shia militias integrated into the Iraq’s armed forces which was blamed for the siege of the US Embassy in Baghdad earlier this week. Al-Muhandis and Soleimani were apparently in a convoy traveling near the Baghdad airport when it was struck by multiple missiles. The PMF earlier confirmed the deaths of five of its members and two “guests.” Reuters reported that the Pentagon has claimed responsibility for the strike citing an unnamed US official. US Marines also reportedly captured two other influential Iraqi militia figures around the time of the strikes – Qais Khazali head of the paramilitary group Asaib Ahl al-Haq and Badr Organization leader Hadi al-Amiri – in a neighborhood of Baghdad according to Al Arabiya. While still lacking official confirmation that Washington was behind the assassinations some US lawmakers have already challenged the legality of the supposed American raid as Congress was apparently left in the dark about the mission. Senator Chris Murphy (D-CT) weighed in with a tweet later on Thursday sounding alarm that the unauthorized operation could kick off a “massive regional war” even though Soleimani was an “enemy of the United States.” The high-profile assassinations come as tensions soar between Tehran and Washington over recent events in Iraq. An American air raid on an Iraqi Shia militia last weekend triggered a heated protest at the US embassy complex in Baghdad’s heavily fortified Green Zone on Tuesday where demonstrators smashed windows lit fires and chanted “Death to America.” Washington claimed the raid was in retaliation for a militia rocket attack on a US base in Kirkuk and that Iran provided backing for the assault though it offered no evidence. Think your friends would be interested? Share this story!  ", https://www.rt.com/news/477353-iran-quds-commander-killed-strike/,None
68,"“At the direction of the president the US military has taken decisive defensive action to protect US personnel abroad by killing Qasem Soleimani” the Pentagon said in a statement. The Pentagon said that the assassination was a response to “attacks on coalition bases in Iraq” accusing Soleimani of being the mastermind behind a recent spate of missile attacks on joint US and Iraqi military installations. In particular the Pentagon blamed Soleimani for orchestrating the December 27 rocket strike at a US base in Kirkuk that killed one American contractor. It also alleged that he “approved” a siege of the US Embassy in Baghdad that almost ended up in the compound being taken over by protesters who were furious over US strikes that killed 25 members of Kataib Hezbollah part of Iraq’s Popular Mobilization Units (PMU) over the weekend. Washington has pinned the blame for the attacks on its embassy in Baghdad squarely on Tehran with US Secretary of State Mike Pompeo accusing “terrorists” and “Iranian proxies” of instigating the unrest. Tehran meanwhile has vehemently denied the accusations that it was somehow complicit in the storming of US diplomatic quarters in the heavily fortified Green Zone taking aim at Washington’s “audacity” to blame it for the outrage sparked by American airstrikes. The strikes which the US military framed as a tit-for-tat response for the Kirkuk attack drew ire not only from the Iran-backed Iraqi militias but also from the authorities in Baghdad which denounced the sorties as an ""unacceptable vicious assault."" The protests saw scores of Iraqi Shia militia members swarming the area in front of the embassy chanting “Death to America” and setting the entrance checkpoints on fire. Earlier the news of Soleimani’s demise was confirmed by the Iranian Revolutionary Guards Corps. The influential commander was killed when Iraq's Popular Mobilization Forces’ convoy traveling near the Baghdad airport was targeted in a US missile strike on Thursday. At least seven people were killed in the raid including the deputy chief of the Popular Mobilization Forces. Think your friends would be interested? Share this story!  ", https://www.rt.com/news/477354-pentagon-confirms-soleimani-killing/,None
69,In a statement on Soleimani’s death Iranian Supreme Leader Ali Khamenei warned that “revenge awaits the criminals who have stained their hands in his blood.” He promised that the airstrike will only “double” Tehran’s resistance against rivals in the region. Defense Minister Amir Hatami pledged to exact “a crushing revenge” for the death of Soleimani. “We will take revenge on all those involved and responsible for his assassination” he said. Mohsen Rezaee a member of a council that advises Khamenei and a retired major general in the Iran Revolutionary Guards Corps (IRGC) also sent out a tweet on Thursday night vowing swift retaliation for the assassination. “Martyr [#Qasem Soleimani]… joined his martyred brothers but we will take vigorous revenge on America” he said. A number of US airstrikes near Baghdad International Airport earlier on Thursday left Soleimani and several Iraqi militia leaders dead with two other Iraqi commanders reportedly arrested by US Marines. The Pentagon later confirmed the strikes stating they were “aimed at deterring future Iranian attack plans.” A number of American lawmakers also weighed in some engaging in sabre-rattling while others such as Senator Chris Murphy (D-CT) sounded the alarm about the prospect of a “massive regional war.” “If Iran continues to attack America and our allies they should pay the heaviest of prices which includes the destruction of their oil refineries” Senator Lindsey Graham (R-SC) said in a tweet. An Iranian military spokesman speaking to the semi-official Fars News agency on condition of anonymity said the country’s top security body had called a meeting to discuss the “criminal attack” that killed the Quds Force commander. The Quds Force is the IRGC’s foreign special operations division which Soleimani headed up since 1998. , https://www.rt.com/news/477355-iran-international-terrorism-us-strike/,None
70,"Qassem Soleimani the commander of the elite Quds Force was killed in a US airstrike near Baghdad along with several commanders of Iran-backed militias. Washington considers the entire Islamic Revolutionary Guard Corps (IRGC) to which Quds belongs to be a terrorist organization and holds it responsible for recent riots at the US embassy compound in the Iraqi capital. ""Soleimani's martyrdom will make Iran more decisive to resist America's expansionism and to defend our Islamic values. With no doubt Iran and other freedom-seeking countries in the region will take revenge"" Rouhani said in a statement adding that the killing will only strengthen Iran's resolve in resisting the US. ""Undoubtedly such a villainous and cowardly measure is another sign of the US' frustration and incapability in the region and signifies the regional nations' aversion to this aggressive regime"" the president noted. Similar sentiment has been voiced by several top-ranking figures in Tehran in the wake of the assassination of the Quds commander. Iranian officials say the US targeted the IRGC and Soleimani in particular for the role they played in defeating the jihadist group Islamic State in Iraq and Syria. This helped Iran gain significant political influence in Iraq and shape Baghdad's policies. The Trump administration has chosen a confrontational path against Iran claiming the US ""maximum pressure"" campaign was necessary to curb its regional power. Think your friends would be interested? Share this story!  ", https://www.rt.com/news/477357-rouhani-asassination-us-weakness/,None
71,Former vice president and one of the top Democrat contenders in the 2020 presidential race Joe Biden called the airstrike in Iraq “a hugely escalatory move in an already dangerous region” that will likely provoke “future attacks by Iran” instead of deterring them. House Speaker Nancy Pelosi (D-CA) said that Trump’s order to take out Soleimani was issued “without the consultation of the Congress.” She argued that the move will provoke more violence in the region saying that Washington “cannot afford to have tensions escalate to the point of no return.” Similar sentiment was voiced by Senators Bernie Sanders (D-VT) and Elizabeth Warren (D-MA) both of whom are 2020 hopefuls. The president’s “dangerous escalation brings us closer to another disastrous war in the Middle East that could cost countless lives and trillions more dollars” Sanders said. Warren called the airstrike “reckless” stressing that “our priority must be to avoid another costly war.” Some Republicans meanwhile praised the move. Senator Marco Rubio (R-FL) wrote on Twitter that Soleimani was “an active enemy combatant” and “more dangerous” than Al-Qaeda leader Osama Bin Laden and Islamic State (IS formerly ISIS) chief Abu Bark al-Baghdadi both of whom have been killed during US raids. Senator Lindsey Graham (R-SC) hailed the “bold action” by Trump as a “direct response to Iranian aggression orchestrated by General Soleimani and his proxies.” Secretary of State Mike Pompeo went further posting a video which appeared to show Iraqis running down a street carrying national flags. The people in the video were “dancing in the street for freedom; thankful that General Soleimani is no more” the diplomat wrote. The Pentagon confirmed that Trump personally authorized the airstrike that killed Soleimani on the road near Baghdad’s airport. Abu Mahdi al-Muhandis the second-in-command of Iraq’s Shia paramilitary Popular Mobilization Units (PMU) had also died in the strike along with several other Trump himself has yet to comment on the air raid apart from tweeting a photo of the US national flag. Iranian officials branded the airstrike an “act of international terrorism” and promised retaliation. The raid happened soon after Iraqis who were protesting against US airstrikes on the Kataib Hezbollah militia broke into the US Embassy in Baghdad and set its reception area on fire. Think your friends would be interested? Share this story!  , https://www.rt.com/news/477358-democrats-us-airstrike-reaction/,None
72,"Soleimani the commander of the elite Quds Force was killed after his convoy was hit by US missiles. A deputy commander of the Popular Mobilization Forces (PMF) the Iraqi militia collective backed by Iran was killed in the same airstrike. In a statement on Friday the caretaker leader of Iraq's protest-challenged government Adil Abdul Mahdi said the US assassination operation was a ""flagrant violation of Iraqi sovereignty"" and an insult to the dignity of his country. He stressed that the US had violated the terms under which American troops are allowed to stay in Iraq with the purpose of training Iraqi troops and fighting the jihadist organization Islamic State (IS formerly ISIS). He added that the killing may trigger a major escalation of violence and result in ""a devastating war in Iraq"" that will spill out into the region. The Iraqi government has called on the parliament to hold an emergency session to discuss an appropriate response Mahdi said. The killing of Soleimani marks a significant escalation in US confrontation with Iran. Washington considers the Islamic Revolutionary Guard Corps (IRGC) to which Quds belongs a terrorist organization and claimed the slain commander was plotting attacks on American citizens. Tehran said the Quds commander was targeted for his personal contribution to defeating IS in Iraq and Syria. Soleimani drove Iran's support for militias in both countries that fought against the terrorist force. Think your friends would be interested? Share this story!  ", https://www.rt.com/news/477361-iraq-pm-condemnts-assassination/,None
73,A top UN official says the United States' jailing of whistleblower Chelsea Manning for refusing to testify against the Wikileaks founder is tantamount to torture. New Year's Day in Hong Kong sees hundreds of arrests as an estimated million turn out for the first big anti-Beijing protest of 2020. The push back against the 'Dry January' health initiative as French wine producers and the government denounce the annual alcohol abstinence as an attack on the country's culture. , https://www.rt.com/shows/news/477363-rtnews-january-03-12msk/,None
74,, https://www.rt.com/shows/news/477364-rtnews-january-03-18msk/,None
75,Qassem Soleimani the commander of Iran’s Quds Force was killed in a US operation at Baghdad International Airport on Friday morning. Moscow considers the operation “an adventurous move that will lead to an escalation of tension throughout the region” the ministry said. “Soleimani served devotedly the cause of defending the national interests of Iran. We express our sincere condolences to the Iranian people” the short statement said. The Russian Defense Ministry slammed the US airstrike that targeted the Iranian general as “short-sighted” warning that it would lead to a “rapid escalation” of tensions in the Middle East and would be detrimental to international security in general. The ministry also praised Soleimani’s efforts in fighting international terrorist groups in Syria and Iraq by saying that his achievements in the fight against Islamic State (IS formerly ISIS) in Syria are “undeniable.” The targeted assassination has sparked anger in Iran and Iraq. Officials in Tehran pledged to avenge the death of the high-profile member of the Islamic Revolutionary Guards Corps (IRGC) while Iran’s caretaker prime minister called it an act of aggression against his country that violates the terms under which American troops are hosted on Iraqi soil. Washington considers the IRGC a terrorist organization and claims Soleimani was plotting attacks on American citizens. The killing comes days after Iran-backed Iraqi militias staged a riot at the US embassy in Baghdad a response to US retaliatory airstrikes at militia forces. If you like this story share it with a friend!  , https://www.rt.com/news/477367-quds-assassination-russia-reaction/,None
76,People flooded the streets of Tehran after Friday prayers in honor of Soleimani and other officials killed during a US airstrike in Iraq’s capital. The mostly black-clad protesters were chanting traditional anti-American slogans like “Down with the US!” while also praising Soleimani as a “hero” of the nation. Many were carrying photos of the killed Quds commander and banners suggesting that the victim was “beloved” by the army. Some were displaying the words “Harsh revenge” on their banners a reference to the promise of vengeance by Supreme Leader Ali Khamenei and the army against those responsible for Soleimani’s death. The government has declared a three-day period of mourning throughout Iran.  Crowds of people have also been gathering outside Soleimani’s house in the central city of Kerman where the Major General spent his youth and worked before joining the Islamic Revolutionary Guards Corps (IRGC). Soleimani was killed in a US drone strike at Baghdad’s airport along with Abud Mahdi al-Muhandis the deputy head of the Tehran-backed Iraqi Popular Mobilization Units (PMU) militia and eight other officials.  , https://www.rt.com/news/477369-iranian-protests-us-airstrike/,None
77,The unit’s program “will stay exactly the same” as it was under Soleimani Iranian Supreme Leader Ali Khamenei said as quoted by Tasnim News Agency. Ghaani has served as Soleimani’s second-in-command.  Soleimani who had led the Quds Force for more than 20 years was killed in a US drone strike at Baghdad’s airport on Friday morning. Abu Mahdi al-Muhandis the deputy head of the Iran-backed paramilitary Popular Mobilization Units (PMU) and eight other officials had died with Soleimani. Khanemei promised “harsh revenge” on those responsible for the attack and said that the death of one of his top military leaders will only bolster resistance against Iran’s rivals in the Middle East. The Quds Force is a unit within the elite Islamic Revolutionary Guard Corps (IRGC) that specializes in operations abroad. Think your friends would be interested? Share this story! , https://www.rt.com/news/477371-irans-khamenei-appoints-soleimanis-deputy/,None
78,"In a statement on Friday morning Raab insisted that the UK government “recognised the aggressive threat posed by the Iranian Quds force led by Qassem Soleimani.” However he called on “all parties to de-escalate” and claimed that “further conflict is in none of our interests.” US Secretary of State Mike Pompeo revealed via Twitter that he and Raab had discussed the incident and suggested that Britain was in agreement on the ""threats posed by the Iranian Quds Force."" ""The U.S. remains committed to de-escalation"" Pompeo added. The targeted assassination authorized by US President Donald Trump has sparked huge anger in Iran and Iraq.  Officials in Tehran have pledged to avenge the death of the high-profile commander of the Islamic Revolutionary Guards Corps (IRGC). Iranian President Hassan Rouhani branded the killing a “cowardly act” that confirms “the weakness of the United States in the region.”  Iraq’s caretaker prime minister Adil Abdul Mahdi said the US assassination operation was a “flagrant violation of Iraqi sovereignty” and an insult to the dignity of his country. The assassination comes days after Iran-backed Iraqi militias staged a riot at the US embassy in Baghdad a response to US retaliatory airstrikes on militia forces. The Pentagon insisted that the killing of Soleimani represented “decisive defensive action to protect US personnel abroad.”   In April 2019 the US designated the IRGC as a terrorist organization. Trump declared that Iran was “a state sponsor of terrorism” and that the IRGC “actively participates in finances and promotes terrorism as a tool of statecraft.” Think your friends would be interested? Share this story! Subscribe to RT newsletter to get stories the mainstream media won’t tell you.  ", https://www.rt.com/uk/477372-raab-soleimani-iran-assassination/,None
79,The cards depict an unnamed cartoon assassin aping comments Trump made on the 2016 campaign trail as it says “I just shot Donald Trump on Fifth Avenue and no one arrested me” with a smoking gun in hand. Trump famously bragged that such was his support he could literally get away with murder on the streets of NY and still be elected.  Republican Louisiana Rep. Mike Johnson shared an image of the card he received and decried the extremism of the so-called “radical left” on display. Even an erstwhile opponent of Trump Mark Zaid the attorney who represents the whistleblower in the Ukraine controversy at the heart of the impeachment hearings expressed his disgust at the cartoon saying it “absolutely crosses the line.” Others called for calm arguing that the softcore porn magazine was hardly representative of the Democratic Party platform. Meanwhile the hilarity of the situation proved too much for others who couldn’t resist the opportunity to point out how ridiculous the entire situation was. Hustler magazine confirmed the card's authenticity as the company’s official holiday card which was sent to multiple congressional offices but has so far declined to comment on the controversy.  The magazine’s founder Larry Flynt is a known critic of the US president and previously offered a $1 million reward for anyone who could provide him with compromising footage of then-candidate Donald Trump. He later took out a full-page ad in the Washington Post offering $10 million for information leading to Trump's impeachment and removal from office.  It’s not the first time an artistic portrayal of a Trump assassination has drawn controversy. A 2017 production of Julius Caesar by the Shakespeare in the Park group depicted a Trumpian 'Caesar' being repeatedly stabbed to death much to the outrage and consternation of conservatives and Trump supporters. The play went on to lose sponsors Delta Air Lines among others. Like this story? Share it with a friend!  , https://www.rt.com/usa/477376-hustler-trump-assassination-card/,None
80,The Israeli leader said his country “stands with the United States in its just struggle for peace security and self-defense” accusing Soleimani of having staged and planned attacks against “American citizens and many other innocent people.” Qassem Soleimani the commander of the elite Quds Force was killed by a US airstrike outside of the Baghdad International Airport in an early Friday targeted assassination operation. Netanyahu cut short his visit to Greece and returned to Israel in response to the news. The US killing of the senior general has angered people in both Iran and Iraq. Tehran pledged to retaliate for Soleimani death while Iraqi caretaker prime minister said Washington has violated the terms under which Baghdad allows the US to station its troops on its soil. Among the dozen people killed by the US airstrike was a senior commander of the Iraqi militia backed by Iran. DETAILS TO FOLLOW , https://www.rt.com/news/477377-netanyahu-backs-soleimanis-killing-us/,None
81,Pompeo made his remarks after speaking over the phone with British Foreign Secretary Dominic Raab German Foreign Minister Heiko Maas and Yang Jiechi the head of the Chinese ruling Communist Party’s Foreign Affairs Commission. “The US remains committed to de-escalation” Pompeo said. A US drone strike killed Major General Qassem Soleimani at Baghdad’s airport on Friday morning. The Pentagon later revealed that the raid was personally greenlighted by US President Donald Trump. “The President's decision to remove Soleimani from the battlefield saved American lives” Pompeo told CNN. The US top diplomat added that Soleimani was “actively plotting” to “take big action… that would have put hundreds of lives at risk.” While touting the assassination of Soleimani as a preventive measure meant to stop a supposed attack on Americans the Trump administration came up short in terms of offering proof that Iran was preparing one. This follows a pattern by which Washington has justified anti-Iranian actions by reference to vague threats to American interests since May 2019 when the US ordered a build-up of its military presence in the Middle East. The US is pursuing a so-called 'maximum pressure campaign' against Iran which is supposedly aimed at forcing it to sign a deal on terms that are more favorable to American interests that those of the Obama-era agreement that restricted the Iranian nuclear program in exchange for sanctions relief. President Trump scrapped the deal and doubled down on economic sanctions. Soleimani was a highly popular figure in Iran and had many supporters in Iraq as well thanks to the crucial role he played in organizing Shiite militias fighting against the terrorist group Islamic State (IS formerly ISIS). Key US ally Israel has been waging an air war against Iran-backed militias in Syria for years calling them a threat to its national security. Tehran slammed the airstrike that killed Soleimani as “international terrorism.” The Iraqi authorities on whose soil Soleimani was killed blasted the raid as well. The operation was a “flagrant violation” of Iraqi sovereignty the country’s Prime Minister Adil Abdul Mahdi said. Lebanon has also joined in the condemnation. Think your friends would be interested? Share this story! , https://www.rt.com/news/477378-pompeo-committed-to-iran/,None
